Y_True,Y_pred
8,5.695219272698134
14,9.562183075209377
7,9.280776880764671
15,7.146371898874962
16,9.356958445724056
6,8.160105459840269
12,11.486636966499832
8,8.160105459840269
2,9.899701913256118
5,9.795183217157286
21,10.475706024410963
6,10.934363228228616
4,11.783079076943935
4,8.665801185262557
19,10.640666668816632
17,9.658367668924429
3,8.487827064713178
9,11.379880388440961
6,8.139832018673127
2,8.533264404070625
11,8.7796445709384
10,9.779929639776546
19,9.551627270619514
3,8.09986978502217
8,9.821551540176953
15,9.550458093103552
14,10.328596634544207
10,7.811643506617608
5,7.25290567173033
10,9.643703703011438
16,8.348181865534846
14,9.622609098627548
5,8.116129403822217
10,10.899877912756592
6,9.658367668924429
19,10.590041018644994
12,7.789255058736009
4,9.183617617480627
3,10.33658163282403
9,8.560993635601182
11,10.264512947615126
12,7.558882235603452
18,12.298643280052275
11,10.899596928841556
9,8.197685830577955
25,7.432049747278379
4,6.8641831332515135
9,7.966417697864403
9,11.071746125228687
10,7.241534031204868
4,8.01973767750138
7,9.742087048393492
6,9.467731231601652
3,10.195788562582914
7,6.493748283081299
22,10.934363228228616
14,10.899841248346599
12,8.266883448968185
2,11.071746125228687
7,8.813128537426314
12,6.900177724248268
9,10.085904789283022
8,9.643703703011438
7,8.42928743713682
6,8.52194041601369
5,6.778255355665957
4,7.788369981562701
8,6.051895946739084
4,8.180960177519895
4,7.068363201719567
18,11.59738831541023
15,10.18983889544028
5,9.435337646958951
14,10.640666668816632
11,11.993243970277073
16,9.966767396218502
1,9.828505445960005
8,11.099589072591984
15,10.223122925797034
7,6.389597290169528
9,7.377386166420319
15,11.804721880576283
10,9.891543666118265
6,9.701748466353537
4,9.584314901851505
9,7.4855727607040095
8,6.014213097196155
14,7.478690172196217
13,11.234924446928092
7,9.802001544468702
8,9.16413003403735
5,9.814900760754075
1,8.605519015771863
14,10.899596928841556
6,10.31691710433507
11,10.100120167947773
24,10.282305036901842
14,7.378148915617173
9,10.009808249319551
0,7.447723794261105
16,9.124040531007529
3,8.159619765190957
9,10.899596928841556
9,7.525981561316685
5,8.782003438346367
5,10.100183985926
22,10.18983889544028
16,13.770874687181186
10,7.646520291323073
18,10.100120167947773
19,12.931569905655381
4,10.100120167947773
8,10.835288595943023
8,9.16166802408618
1,10.899596928841556
5,8.116129403822217
29,10.190662774938632
1,10.126081707202927
7,10.02718386925178
58,9.09956471708838
9,12.428140716420943
6,8.61928287348798
15,10.195788562582914
12,8.578770229808397
2,7.901724896880401
4,8.84596177046094
12,9.826598391045106
5,8.649211202129186
6,10.100120167947773
4,11.11399599160226
18,11.232451781975271
10,9.813957547978555
18,9.657841852885065
7,11.408093953255412
20,9.928075682418426
17,9.83473474562284
13,9.062603713402
6,9.421723301695929
3,8.093178667245207
12,7.373544741224359
16,9.657157613031158
8,10.328596634544207
4,11.094303104790336
3,7.678802638859631
16,9.562183075209377
5,8.320858356284337
15,11.313356570230036
7,12.09989576254659
22,10.463410921180882
12,10.475706024410963
1,8.44233485841348
10,8.7520036396772
10,11.03119893040583
4,10.853226187435691
13,10.082081295164349
10,7.758691657414344
6,9.899532481755882
13,10.095760048021495
13,10.719271289925484
7,9.09956471708838
12,9.144744823161004
5,8.578770229808397
14,13.559279273299092
2,8.255483383422314
5,7.9326866352538925
15,11.112871054441795
16,9.658367668924429
11,9.562183075209377
8,9.961563118311522
10,9.842454625670872
2,9.098992375618803
13,7.459025683874398
9,5.276918511852388
21,9.467086015083302
10,8.649211202129186
4,11.78831298913963
8,9.218756985157544
6,7.915475551665443
12,8.229063813069049
9,8.934375549226269
8,7.811643506617608
13,10.88442103628442
6,8.315776404327254
12,11.071746125228687
0,6.303892528091154
8,7.796564276468354
8,9.144744823161004
19,10.934363228228616
6,10.078599031244222
18,13.427782824327005
4,7.998567067496197
23,9.524588488326765
1,8.89578821032917
21,9.826598391045106
12,10.0997240421593
2,8.893614668271214
8,9.356958445724056
12,8.51188784023905
8,7.750735920282482
4,7.208007854477652
34,8.23013471467989
11,8.529483209613
5,8.168188007698314
4,9.533080849324628
16,10.708067190747231
22,12.881999902108245
6,10.26514137106012
14,10.739008559700077
10,12.881999902108245
12,8.560993635601182
27,10.43069616677005
6,9.056126255504319
11,6.174298532560435
6,8.029000883937979
5,6.899779885660651
4,9.300585509254141
2,11.188689919757778
10,11.456375244765713
8,10.190655025992452
9,7.460389760798785
14,10.934363228228616
12,10.708067190747231
7,9.087725412249442
11,11.071746125228687
12,10.934363228228616
9,10.091566877386278
5,10.862872525390465
13,10.100183985926
11,11.071746125228687
36,9.087772834615285
10,10.33658163282403
11,11.83156768104155
18,10.849268380406846
18,10.29216206174395
20,10.166067315885703
2,10.899596928841556
0,7.929485129781966
12,9.892688736780569
8,8.002875361241886
12,10.33658163282403
1,11.071746125228687
10,10.33658163282403
8,8.543634523097127
10,9.087725412249442
15,8.192253330635046
4,7.100163527180635
16,9.467086015083302
12,7.270816251257958
14,8.166327702196533
11,9.800492272110716
0,7.976455482708943
10,9.356958445724056
1,5.6562127084952145
10,6.642423042724987
15,10.899596928841556
8,10.590041018644994
10,10.157446413508271
17,10.725928321142183
4,6.111843451094382
4,7.796564276468354
7,9.49761551005156
2,7.941507077904431
13,10.719271289925484
6,9.191324304915243
10,10.328596634544207
8,6.829568349724999
11,9.899532481755882
18,13.100027841325405
8,7.743696404988951
5,9.657157613031158
10,6.498469475942786
1,8.054953478287223
6,9.928075682418426
12,7.338817803202954
14,7.851368376584938
8,10.166067315885703
9,10.934363228228616
15,8.49056335465726
4,9.702861766767898
14,7.6718752981101215
4,10.004762275946556
14,6.451413748618508
4,10.080831106597612
29,9.848989458159382
19,10.872334188496518
52,13.626164754847638
7,8.147391655119943
4,9.67520907002706
7,9.241123194773506
10,3.947572036738675
30,9.470517151463186
15,10.125616742228072
9,7.997403413642324
19,10.287230379944367
4,8.767097181616643
14,8.715842875318822
4,8.75115875685506
30,11.100328487194744
5,5.447113492402027
4,8.055424706918727
13,10.337234716981602
2,10.446477141055851
12,11.499590856221287
6,10.100120167947773
26,10.157404281892957
26,10.85795909389783
19,11.045244104555545
3,10.853226187435691
8,8.166001006692314
10,7.858614498315722
7,11.099589072591984
4,7.30876106772355
3,6.8149128342047955
17,9.842454625670872
3,7.81010578162811
11,11.500953803039126
18,12.617836610659422
7,9.925568414689039
1,9.05477497176734
13,11.071746125228687
16,13.744007589474132
7,10.590041018644994
14,9.15418450211989
11,9.505246394393575
9,10.214144997369205
5,10.326208167201314
8,10.0997240421593
10,10.590041018644994
15,11.034984397603482
9,7.325948684577623
5,7.651387402702277
8,8.099899423387958
8,10.638083913633077
5,10.899596928841556
17,10.885384762023934
14,10.7671653533552
9,8.180960177519895
6,8.929209870968783
11,9.842454625670872
8,9.86695944126158
24,10.90862823494802
3,8.115582141091737
16,12.885486320379295
10,7.639070254127729
20,9.846464473721413
4,7.878583292031427
2,7.720147095053379
5,9.899532481755882
5,8.728303589400367
18,7.133343977692556
7,5.94362043362055
12,10.07927047581388
4,9.091140453527293
21,11.071746125228687
16,7.3280197071475754
10,11.071746125228687
8,8.42928743713682
5,13.388774469945952
13,7.95651760228751
15,9.899532481755882
37,11.071746125228687
6,6.244858936835781
13,10.100120167947773
17,9.09956471708838
13,10.328596634544207
13,7.906252928745982
10,10.328596634544207
13,10.33658163282403
2,9.282042899044066
9,8.7520036396772
13,7.571275722709517
14,10.264512947615126
3,8.133732624067157
8,9.67520907002706
9,7.432049747278379
18,6.349739730187592
4,11.594038574770474
8,9.300585509254141
0,6.032043795846457
7,8.599689907391118
11,11.071746125228687
12,9.324093586336831
4,9.81960614739012
3,10.934363228228616
18,9.467086015083302
12,8.393764257942667
6,9.144744823161004
6,9.62178780060334
13,9.205536166074682
32,12.463086887385924
13,9.8802659037559
10,7.620139158464376
19,11.071746125228687
11,9.387860689150125
11,8.82668175983896
12,9.183617617480627
4,7.30876106772355
15,10.417310213005111
7,10.217043636991713
19,7.811643506617608
13,9.795183217157286
21,9.67520907002706
8,8.543634523097127
17,9.379603211745414
7,10.100120167947773
15,10.408927556140343
2,9.848307649966017
12,9.124040531007529
5,7.881026810129336
7,10.377660327626325
5,8.603660320425625
13,10.659925377642308
14,9.899532481755882
7,9.124040531007529
6,8.73915284301826
7,9.467086015083302
10,11.285000718407021
11,8.812299672933243
14,8.86601185680266
22,10.166067315885703
8,5.720832684910725
14,10.17540098883265
8,11.37580018910162
14,9.426235574652035
14,9.86695944126158
17,12.09989576254659
12,8.61355284850364
22,9.756054714160394
14,9.16166802408618
6,7.5052397621974904
6,9.527442583586192
16,9.742087048393492
5,5.459589057446726
16,8.51188784023905
22,8.846858132952763
17,10.31691710433507
8,9.123898817531119
4,9.742087048393492
16,10.899596928841556
25,10.719271289925484
2,9.051387218568294
9,10.685386231278308
3,5.6797364334264255
10,8.348181865534846
3,10.885384762023934
18,7.891998987074841
0,6.22718329556646
11,9.19895736808809
6,11.071746125228687
13,8.960384894781273
7,10.899596928841556
13,11.794135815163907
9,9.800492272110716
18,11.099589072591984
4,9.050673270355986
16,6.323670499734719
0,4.434724670077916
18,9.467086015083302
5,8.616696331110774
17,13.228207691481991
4,10.872334188496518
12,9.806547523226195
5,11.071746125228687
7,12.544699046195273
12,10.33658163282403
6,4.748929237886161
16,13.388774469945952
2,6.573704298696915
8,10.18983889544028
9,6.569995344060603
14,7.628858264737692
15,11.18326833576664
2,8.548226656051977
72,9.399743582140529
15,11.071746125228687
3,11.099589072591984
12,10.220188980683876
26,10.318161047177593
7,8.778155370509264
4,9.846464473721413
32,11.071746125228687
8,9.354914583862106
11,9.300585509254141
19,10.730499014962176
26,8.928685390086615
13,9.444238745901517
4,8.543634523097127
21,8.767097181616643
13,9.467086015083302
14,10.885384762023934
10,10.899841248346599
8,10.100120167947773
24,7.6234421052368315
12,7.068363201719567
7,9.779929639776546
7,8.75115875685506
8,10.02718386925178
8,8.649211202129186
5,8.093614261130803
30,8.938184481760874
22,9.701748466353537
13,7.5483578072173785
16,11.071746125228687
5,7.235806475802828
20,9.313516931909747
10,7.068363201719567
6,9.094266938396046
17,10.492231645967122
20,9.891543666118265
15,13.770874687181186
10,6.834503093087205
1,7.081703666671041
20,8.147391655119943
16,9.15418450211989
4,8.241006257411135
13,10.899841248346599
7,11.29859440701246
7,7.016816718852029
11,7.860219884817811
4,9.282042899044066
3,9.09956471708838
12,9.899532481755882
7,8.05148189450267
44,13.100027841325405
4,9.324093586336831
6,10.100120167947773
5,10.100120167947773
5,7.667165319336188
3,9.281315970255509
25,10.814023367984147
2,7.6171219256881475
5,10.100120167947773
20,11.623615540632928
18,10.933583193482773
17,9.888454265269301
18,9.96998378446377
18,10.040066569113984
3,8.462740520924868
5,7.30876106772355
15,10.590041018644994
8,13.100027841325405
15,10.899596928841556
16,9.144744823161004
9,7.510709198344026
8,9.797493014706982
4,6.066584345583751
5,10.328596634544207
0,8.68482911533174
9,10.31691710433507
11,9.057039522055153
3,11.071746125228687
17,9.93362389795591
13,9.657157613031158
7,9.529205345298129
15,10.899596928841556
7,10.328596634544207
12,7.55344472861368
18,6.391608331569687
4,8.059659206420976
7,10.719271289925484
1,10.934363228228616
8,11.073999066184141
24,9.928075682418426
7,9.324093586336831
10,5.437951622609175
22,9.86695944126158
22,10.100183985926
7,9.79532972428276
6,9.356958445724056
7,7.3023835565061574
17,11.071746125228687
24,10.899596928841556
21,9.93362389795591
12,10.899596928841556
6,7.1721819161429945
11,11.099589072591984
6,9.144744823161004
14,11.285000718407021
6,8.7796445709384
8,10.753131205261012
7,10.885384762023934
10,8.826041643573136
15,12.951543439102206
2,8.413449957566584
8,10.100183985926
16,6.961070345915667
7,10.100183985926
16,11.071746125228687
9,9.742087048393492
3,8.777598751397973
7,9.467086015083302
8,8.84596177046094
5,8.548226656051977
24,7.280214152063074
2,9.756548085739391
2,8.649211202129186
20,8.976350888310366
12,7.789255058736009
4,8.099899423387958
42,7.824252355145493
7,8.51188784023905
10,10.100120167947773
9,8.649211202129186
8,6.453346979123561
7,10.282305036901842
2,8.532326658675757
14,8.874563429720476
3,9.658367668924429
8,10.217070468781783
17,8.155378214447692
18,8.84596177046094
21,11.486636966499832
1,7.330247154616746
20,9.742087048393492
8,9.129774234523028
24,9.467086015083302
4,10.899596928841556
1,9.197975009618933
9,9.373493811678182
14,10.266895743453075
5,9.93362389795591
6,9.224170555886717
24,10.100120167947773
13,10.659925377642308
6,10.885384762023934
12,9.554943231088975
6,10.678848262101083
7,9.205536166074682
13,8.84596177046094
8,8.501722747220695
14,8.833351913347133
7,10.190655025992452
21,12.881999902108245
4,6.550950598979275
5,9.880114735443582
8,7.223847466080278
6,11.678238685619466
2,8.767097181616643
27,8.143858990689886
44,9.795183217157286
4,4.734844955866135
7,10.467234765828382
8,7.945382928657374
7,10.823558398843542
15,9.842454625670872
10,8.49825566700197
3,8.754440942012952
18,11.071746125228687
4,6.505206663307712
0,10.899596928841556
4,10.235415478927552
12,7.678802638859631
41,7.581584425268295
25,11.13639000402255
13,8.041620491688475
5,9.842454625670872
5,9.21756034678284
14,12.93661600002652
23,10.100183985926
8,9.5836255833137
36,9.981711004915011
12,8.073474380751238
6,9.946622750919357
13,13.113425112225046
6,10.934363228228616
8,7.377386166420319
5,8.550139016477287
14,10.66851200645652
17,7.977043691394522
3,7.972023179693878
6,10.100120167947773
18,9.356958445724056
4,10.934363228228616
11,8.226133023708279
3,7.880061884414074
7,11.483010273879367
11,10.543512154995986
17,9.341003911574354
26,7.510172540732636
11,12.820382323921978
33,12.382808172794457
13,9.05477497176734
7,9.179237699198255
15,10.899596928841556
4,9.657841852885065
13,9.455296400371948
15,11.071746125228687
8,9.899532481755882
23,10.872334188496518
11,8.160671248795493
5,9.899532481755882
10,9.891543666118265
17,9.341003911574354
7,11.594038574770474
2,7.897587907523599
45,9.642242391396438
3,9.477936518806844
10,11.188689919757778
15,9.795183217157286
18,8.560993635601182
7,8.14286833749611
13,7.728698989476834
19,10.899596928841556
17,9.09956471708838
8,6.8479168417097895
15,9.674550032738457
13,9.826598391045106
40,9.05477497176734
10,10.49156028447843
12,10.328596634544207
11,9.981711004915011
22,7.687963271617649
13,9.79532972428276
14,9.828758684310928
18,9.467086015083302
1,10.899596928841556
20,11.071746125228687
12,8.7796445709384
11,8.222940338718468
4,7.012206886227526
3,9.899532481755882
3,9.891543666118265
16,13.342703044282462
6,8.413540727597407
22,10.446477141055851
15,10.885384762023934
14,8.682386532284896
4,8.168437886481877
12,10.328596634544207
12,8.404340575193855
6,6.204395199387191
9,10.02718386925178
20,11.860251394762363
2,9.346709018690383
17,9.467086015083302
8,8.308600829210741
17,8.572474640868085
11,9.899532481755882
25,10.09960682645494
11,10.90862823494802
4,6.911596576032922
12,10.934363228228616
6,9.123898817531119
10,9.67520907002706
8,10.214685305103718
22,8.897155174279662
22,10.590041018644994
25,10.655542057796971
38,8.006095211230624
24,11.099589072591984
11,9.15418450211989
2,10.746762826809087
13,13.767209298683778
7,9.300585509254141
16,9.510299338492235
11,8.572474640868085
26,10.519459982591743
3,6.905385469374481
19,10.100183985926
12,11.735448954862877
4,8.578770229808397
25,10.872334188496518
7,8.30982514187061
4,10.66851200645652
14,9.13742786459377
